Group,APM,Group_Appearances,year,team,MIN,GP,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,PLUS_MINUS,player_1,player_2,player_3,player_4,player_5,player_1_rapm,player_2_rapm,player_3_rapm,player_4_rapm,player_5_rapm,player_rapm_sum
-201572-202339-203114-203507-1627763-,13.3317272,2772,2019,Milwaukee Bucks,597.4216667,56,42.2,85.8,0.492,11.5,33.5,0.344,16.3,21,0.777,7.4,37.6,45,25.1,12.7,7.9,6,15.2,112.3,6.9,Brook Lopez,Eric Bledsoe,Khris Middleton,Giannis Antetokounmpo,Malcolm Brogdon,2.159785442,1.944207087,1.55746669,2.757807585,1.598977999,10.0182448
-101107-201587-202689-203087-203469-,11.37030494,2409,2019,Charlotte Hornets,592.88,48,42.5,91.6,0.464,13.3,36.1,0.369,17.5,20.1,0.871,10.1,33.8,44,26,11.1,7.5,4.8,17.3,115.7,7.5,Marvin Williams,Nicolas Batum,Kemba Walker,Jeremy Lamb,Cody Zeller,-0.149447828,0.097806994,1.83516333,1.128440065,0.565515969,3.477478531
-201162-203925-1626156-1627747-1628386-,7.522599432,874,2019,Brooklyn Nets,189.3083333,16,41.1,86.1,0.478,12.9,33.7,0.382,11.3,18,0.629,8.7,32.1,40.9,28.8,15.2,7.7,5.4,20.1,106.4,-0.8,Jared Dudley,Joe Harris,D'Angelo Russell,Caris LeVert,Jarrett Allen,1.12586711,-0.049876421,-0.148375356,0.302482156,0.162948641,1.39304613
-203933-1626164-1628969-1629001-1629028-,-2.819498751,820,2019,Phoenix Suns,191.22,15,40.9,87.7,0.466,10.3,28.4,0.364,13.9,17.1,0.817,10.6,24.5,35.1,25.5,14.9,12.3,3.1,21.6,106,-15.6,T.J. Warren,Devin Booker,Mikal Bridges,De'Anthony Melton,Deandre Ayton,0.391157156,0.480310772,0.076358085,-0.843622211,0.191152202,0.295356004
-201566-202331-203500-203924-1628390-,11.60110132,4193,2019,Oklahoma City Thunder,919.3066667,58,43.4,90.6,0.479,11.4,28.4,0.4,14.4,20.4,0.708,11.8,35.5,47.2,25.3,13.6,9,3.9,20.7,112.5,8,Russell Westbrook,Paul George,Steven Adams,Jerami Grant,Terrance Ferguson,0.625490667,4.385614613,1.616169952,-0.386623023,-0.469733656,5.770918553
-201566-202331-203471-203500-203924-,9.435780626,2113,2019,Oklahoma City Thunder,434.31,58,40.8,86.6,0.471,11.1,31.5,0.353,22.8,31.9,0.715,14.1,32.8,47,22.2,13.3,8.2,4.6,19.7,115.6,8.6,Russell Westbrook,Paul George,Dennis Schroder,Steven Adams,Jerami Grant,0.625490667,4.385614613,0.652121032,1.616169952,-0.386623023,6.892773241
-201586-201980-202695-1627783-1627832-,14.48879766,821,2019,Toronto Raptors,186.555,16,43,84.3,0.511,12.1,28.9,0.42,24.5,29.9,0.819,9,37.1,46.1,23.7,11.1,3.9,5.7,17.8,122.7,15.7,Serge Ibaka,Danny Green,Kawhi Leonard,Pascal Siakam,Fred VanVleet,0.100228833,3.420184816,0.957328383,1.337917361,1.080513569,6.896172962
-201937-202324-203497-204060-1628378-,10.62363353,2167,2019,Utah Jazz,501.2166667,56,40.3,85.7,0.47,9.6,27.7,0.346,14.1,20.5,0.688,10.8,35.8,46.6,25.8,15.2,8.7,4.8,17.6,104.3,5.5,Ricky Rubio,Derrick Favors,Rudy Gobert,Joe Ingles,Donovan Mitchell,1.354932516,-0.083922767,1.583843508,2.102201057,1.120355531,6.077409845
-201937-203109-203497-204060-1628378-,15.62939223,2127,2019,Utah Jazz,478.1916667,59,40.3,81.9,0.492,13.2,34,0.389,22,28.8,0.763,8.1,33,41,25,12.6,8.1,5.5,21.2,115.7,11.6,Ricky Rubio,Jae Crowder,Rudy Gobert,Joe Ingles,Donovan Mitchell,1.354932516,-0.071595965,1.583843508,2.102201057,1.120355531,6.089736646
-200755-202699-202710-203954-1627732-,21.41382366,1402,2019,Philadelphia 76ers,160.7116667,10,43.9,85.3,0.515,9.7,26.9,0.361,24.4,33.3,0.733,11.4,38.9,50.3,25,11.4,7.5,4.7,14.4,121.9,20.8,JJ Redick,Tobias Harris,Jimmy Butler,Joel Embiid,Ben Simmons,1.114663951,0.946679654,2.364059815,4.110936877,-0.093828204,8.442512093
-101108-200782-201569-201935-203991-,13.51904452,2432,2019,Houston Rockets,419.9783333,37,40.3,86.4,0.466,15.2,42.2,0.359,16.7,20.8,0.804,8.1,30.8,38.9,22.3,11.9,8,3.7,17.1,112.4,6.9,Chris Paul,P.J. Tucker,Eric Gordon,James Harden,Clint Capela,1.655481391,0.581536157,1.931426611,2.476468724,0.517375563,7.162288445
-200746-200752-201942-1627854-1628401-,10.44558891,1682,2019,San Antonio Spurs,388.1483333,41,44.8,86,0.521,7.6,18,0.423,13.8,15.9,0.872,7.5,35.3,42.8,27.4,13.2,7.2,4.3,18.4,111,4.8,LaMarcus Aldridge,Rudy Gay,DeMar DeRozan,Bryn Forbes,Derrick White,0.670307509,1.409914476,-0.510122185,-0.213203082,2.211776542,3.568673261
-201577-203490-203897-1627739-1628374-,5.751165649,849,2019,Chicago Bulls,204.1416667,12,42.7,89.1,0.479,9.9,25.9,0.384,16.4,20.1,0.816,10.2,33.3,43.4,22.6,12.9,6.2,4.6,16.6,111.8,-5.3,Robin Lopez,Otto Porter Jr.,Zach LaVine,Kris Dunn,Lauri Markkanen,0.53437134,1.715407853,-0.282471342,-0.854929145,0.611302503,1.72368121
-203952-203967-1626145-1626157-1629006-,4.927100461,1258,2019,Minnesota Timberwolves,298.5766667,25,40.2,87.2,0.461,10.6,31.1,0.342,19.1,24.5,0.78,9.1,33.6,42.7,26.7,10.8,6.9,3.5,16.8,110.2,-0.6,Andrew Wiggins,Dario Saric,Tyus Jones,Karl-Anthony Towns,Josh Okogie,1.028674969,-0.948604547,0.569922389,1.187128064,0.811351487,2.648472362
-201933-201961-202704-203083-1628971-,8.629948762,1204,2019,Detroit Pistons,288.8166667,20,39.8,91.3,0.436,15.9,40.5,0.392,15,20.3,0.739,12.3,32.3,44.6,22.6,12.5,8.5,5,19,110.6,2.4,Blake Griffin,Wayne Ellington,Reggie Jackson,Andre Drummond,Bruce Brown,0.740996621,-1.455173976,0.310297293,1.758334382,0.720874499,2.075328819
-200768-201586-201980-1627783-1627832-,10.21565383,808,2019,Toronto Raptors,187.2233333,16,44.7,91.1,0.491,15,35.3,0.425,14.7,17.1,0.862,9.7,37.1,46.8,33.2,11.6,6.8,6.3,15.3,119.2,15.5,Kyle Lowry,Serge Ibaka,Danny Green,Pascal Siakam,Fred VanVleet,2.976197437,0.100228833,3.420184816,1.337917361,1.080513569,8.915042017
-2772-201145-203078-203107-1628418-,3.541223607,1418,2019,Washington Wizards,356.94,24,43.3,90.5,0.478,13.7,35.6,0.385,16,19.2,0.832,9.9,31.5,41.4,29.2,12.8,7.3,3,15.6,116.3,0.1,Trevor Ariza,Jeff Green,Bradley Beal,Tomas Satoransky,Thomas Bryant,-0.83339581,0.573196577,1.08375329,0.67956703,-0.632392808,0.870728279
-202357-202697-1626161-1627741-1628368-,4.852250967,2159,2019,Sacramento Kings,500.0566667,40,42,89.8,0.467,13.3,33.3,0.399,10.5,16.3,0.64,9.6,32,41.5,27.7,13.9,9.2,4.5,18.7,107.7,-0.2,Nemanja Bjelica,Iman Shumpert,Willie Cauley-Stein,Buddy Hield,De'Aaron Fox,1.212622806,-1.069659173,0.918993278,0.390187058,1.065696373,2.517840342
-201152-201954-202083-202711-1626167-,9.7834322,1631,2019,Indiana Pacers,325.515,17,39.4,83.6,0.471,12.4,30.2,0.41,17.8,22.3,0.797,7.4,31.2,38.6,26.7,14.5,8.3,5.7,18.3,108.9,-0.8,Thaddeus Young,Darren Collison,Wesley Matthews,Bojan Bogdanovic,Myles Turner,1.227462162,0.014022453,0.276828848,0.780232108,0.710965794,3.009511364
-201152-201936-201954-202711-1626167-,10.1468871,1088,2019,Indiana Pacers,260.3983333,18,43.8,83.5,0.524,11,24.6,0.448,14.7,18,0.816,7.2,32.9,40.1,29.4,16.5,11.6,6.8,18.8,113.2,10.5,Thaddeus Young,Tyreke Evans,Darren Collison,Bojan Bogdanovic,Myles Turner,1.227462162,-0.088849141,0.014022453,0.780232108,0.710965794,2.643833376
-200746-201942-1627751-1627854-1628401-,9.589826615,1050,2019,San Antonio Spurs,186.695,20,42.4,94.1,0.45,5.6,17.2,0.328,9.9,13.4,0.74,9.4,35.4,44.8,25.7,9.7,7.8,5.6,16.4,100.3,-4.6,LaMarcus Aldridge,DeMar DeRozan,Jakob Poeltl,Bryn Forbes,Derrick White,0.670307509,-0.510122185,1.000496041,-0.213203082,2.211776542,3.159254826
-200794-203115-203914-203999-1627750-,9.926373466,2130,2019,Denver Nuggets,429.69,24,43.7,90.5,0.483,11.1,30.1,0.367,15.7,19.5,0.803,10.6,36.2,46.8,29,13,6.5,3.5,17.8,114.1,8.4,Paul Millsap,Will Barton,Gary Harris,Nikola Jokic,Jamal Murray,2.929294896,-1.854243668,0.897448569,2.162488754,0.961113809,5.09610236
-202357-203084-1626161-1627741-1628368-,3.861848778,1141,2019,Sacramento Kings,259.4116667,22,42.2,88.1,0.479,10.9,28.9,0.377,13.1,19,0.691,9,34.6,43.6,26.6,10.7,8.7,3.5,16.6,108.5,0.3,Nemanja Bjelica,Harrison Barnes,Willie Cauley-Stein,Buddy Hield,De'Aaron Fox,1.212622806,0.655807345,0.918993278,0.390187058,1.065696373,4.24330686
-2772-201145-203078-203107-1626171-,8.709322001,1036,2019,Washington Wizards,247.7633333,16,38.7,84.8,0.456,10.6,31.9,0.333,20.1,25.4,0.791,10.2,34.5,44.8,25,14.8,6.8,3.4,19.9,108.2,-3.2,Trevor Ariza,Jeff Green,Bradley Beal,Tomas Satoransky,Bobby Portis,-0.83339581,0.573196577,1.08375329,0.67956703,-0.047159062,1.455962025
-202329-203081-203090-203468-203994-,13.25125856,3045,2019,Portland Trail Blazers,744.07,42,44.2,91.3,0.484,10,27.9,0.358,18.7,22.2,0.842,12,35.4,47.4,25.2,11.9,8,5.9,20.6,117.2,8.9,Al-Farouq Aminu,Damian Lillard,Maurice Harkless,CJ McCollum,Jusuf Nurkic,0.902014733,2.589012395,0.551680176,0.988977208,2.465750746,7.497435259
-201568-201976-1627826-1628983-1629013-,9.70036887,1159,2019,LA Clippers,254.9333333,18,41.4,86,0.482,13.4,32.6,0.411,16.4,20.7,0.793,8.8,35.6,44.4,27.4,14.6,8.4,4.5,19.8,112.7,9.9,Danilo Gallinari,Patrick Beverley,Ivica Zubac,Shai Gilgeous-Alexander,Landry Shamet,1.450569573,1.674831865,0.396965225,-0.584074008,0.577547435,3.51584009
-201566-203471-203500-203924-1628390-,5.242099414,852,2019,Oklahoma City Thunder,185.9016667,32,40.7,89,0.458,11,30.4,0.362,14.5,22.7,0.639,13.3,32.8,46.1,24.1,12.6,7.3,3.5,17.6,107,3.7,Russell Westbrook,Dennis Schroder,Steven Adams,Jerami Grant,Terrance Ferguson,0.625490667,0.652121032,1.616169952,-0.386623023,-0.469733656,2.037424972
-101107-201587-202687-202689-203087-,3.228307002,860,2019,Charlotte Hornets,214.9416667,21,37.2,87.1,0.427,12.6,36.3,0.348,13.8,17.4,0.792,9,36.3,45.4,21,12.2,7,5.6,15.8,100.9,-6.8,Marvin Williams,Nicolas Batum,Bismack Biyombo,Kemba Walker,Jeremy Lamb,-0.149447828,0.097806994,-1.629444378,1.83516333,1.128440065,1.282518183
-201599-202083-203084-1628372-1629029-,4.593237396,1702,2019,Dallas Mavericks,412.1466667,21,35.1,80.8,0.435,10.3,30.4,0.338,17.8,23,0.776,7.8,37.6,45.4,19.3,18.4,6.4,3,17.5,98.4,-6.6,DeAndre Jordan,Wesley Matthews,Harrison Barnes,Dennis Smith Jr.,Luka Doncic,0.045684583,0.276828848,0.655807345,-0.252040126,0.074532068,0.800812717
-200755-201163-202710-203954-1627732-,14.5117442,1218,2019,Philadelphia 76ers,292.7216667,23,41.7,83.4,0.5,11.1,26.9,0.412,21.8,27,0.807,11.5,37,48.5,27.5,16.4,6,6.3,16.1,116.3,13,JJ Redick,Wilson Chandler,Jimmy Butler,Joel Embiid,Ben Simmons,1.114663951,0.175327763,2.364059815,4.110936877,-0.093828204,7.671160202
-203200-203897-203953-1627853-1628976-,3.472566381,949,2019,Chicago Bulls,228.3783333,17,37.3,84.3,0.443,9,30.3,0.298,14.5,18.9,0.766,7,34.9,42,23.5,14.7,8.8,5,19.5,98.2,-4.4,Justin Holiday,Zach LaVine,Jabari Parker,Ryan Arcidiacono,Wendell Carter Jr.,-1.661287443,-0.282471342,0.381888091,0.452118609,-1.128128609,-2.237880693
-200768-201188-201980-202695-1627783-,18.11658175,2186,2019,Toronto Raptors,160.5783333,13,45.5,85.3,0.533,15.2,34.9,0.437,15.8,18.8,0.844,5.3,33.7,39,32.3,11.4,9.1,3.8,14.1,122,14.7,Kyle Lowry,Marc Gasol,Danny Green,Kawhi Leonard,Pascal Siakam,2.976197437,2.033579635,3.420184816,0.957328383,1.337917361,10.72520763
-201952-201959-203496-203952-1626157-,10.13977092,948,2019,Minnesota Timberwolves,230.14,13,39.7,88,0.451,11.6,25.9,0.447,14.8,20.3,0.729,14.3,32.5,46.8,27.2,17.1,9.3,5.3,16.9,105.7,3,Jeff Teague,Taj Gibson,Robert Covington,Andrew Wiggins,Karl-Anthony Towns,0.568155037,-0.737974569,1.204117978,1.028674969,1.187128064,3.25010148
-2544-201580-1627742-1628366-1628398-,8.405962472,997,2019,Los Angeles Lakers,233.9,18,42.5,85.2,0.499,6.3,19.9,0.317,13.2,20.1,0.657,9.6,36.8,46.5,26,17.3,6.7,8.5,16.1,104.5,-0.2,LeBron James,JaVale McGee,Brandon Ingram,Lonzo Ball,Kyle Kuzma,2.319941425,-0.795992081,0.602428984,-0.355054942,0.679286559,2.450609944
-201599-202083-203084-1628973-1629029-,7.334723536,807,2019,Dallas Mavericks,197.49,13,38.7,87,0.445,14.7,34.4,0.427,20.2,26.2,0.771,9.9,32.9,42.8,21.9,12.3,6.5,3.4,17.1,112.3,-4.1,DeAndre Jordan,Wesley Matthews,Harrison Barnes,Jalen Brunson,Luka Doncic,0.045684583,0.276828848,0.655807345,0.090350277,0.074532068,1.143203121
-101162-201568-202340-202699-1628983-,6.426656863,1418,2019,LA Clippers,348.5083333,29,42,83.5,0.503,9.7,23.2,0.419,14.1,16.5,0.857,6.8,32.3,39.1,22.6,16.1,6.7,3.6,18.6,107.9,-6.8,Marcin Gortat,Danilo Gallinari,Avery Bradley,Tobias Harris,Shai Gilgeous-Alexander,-1.412593757,1.450569573,-0.103272983,0.946679654,-0.584074008,0.297308479
-101108-200782-201935-203516-203991-,2.183024573,845,2019,Houston Rockets,211.9366667,18,38,81.3,0.467,11.8,35.6,0.331,14.8,20.6,0.719,11.8,27.8,39.6,23.1,20.1,9.7,5.3,20.4,102.5,-8.8,Chris Paul,P.J. Tucker,James Harden,James Ennis III,Clint Capela,1.655481391,0.581536157,2.476468724,-1.150346191,0.517375563,4.080515643
-201933-202704-203083-203493-1628971-,11.61570907,1192,2019,Detroit Pistons,309.1683333,22,42.9,86.9,0.494,15.5,35,0.443,13.4,17.3,0.778,11,36.8,47.8,25.6,15.5,6.6,4.5,17.9,114.7,13.3,Blake Griffin,Reggie Jackson,Andre Drummond,Reggie Bullock,Bruce Brown,0.740996621,0.310297293,1.758334382,-0.76050692,0.720874499,2.769995876
-202323-202329-203081-203468-203994-,15.7739756,1095,2019,Portland Trail Blazers,260.0116667,45,43,89.2,0.482,9.7,25.9,0.374,22,29.3,0.753,12.5,38.8,51.3,20.8,10.9,6.3,5.3,21.5,117.8,16.8,Evan Turner,Al-Farouq Aminu,Damian Lillard,CJ McCollum,Jusuf Nurkic,0.145111248,0.902014733,2.589012395,0.988977208,2.465750746,7.090866331
-202329-203081-203468-203994-1627774-,14.20439366,1533,2019,Portland Trail Blazers,368.6633333,38,44.1,88.9,0.496,12.7,31,0.408,16.4,19.4,0.847,10.6,35.3,45.9,26.8,14.1,7.6,5.6,18.5,117.3,10.9,Al-Farouq Aminu,Damian Lillard,CJ McCollum,Jusuf Nurkic,Jake Layman,0.902014733,2.589012395,0.988977208,2.465750746,-1.017654191,5.928100892
-200782-201566-201935-203496-1627863-,15.22368033,960,2020,Houston Rockets,221.35,13,38.9,85.9,0.453,14.7,42.9,0.343,17.2,21.7,0.79,6.6,32.7,39.3,22.4,10.4,10.6,6.4,21.1,109.7,4.6,P.J. Tucker,Russell Westbrook,James Harden,Robert Covington,Danuel House Jr.,0.771585025,-0.259162443,2.994952107,0.653645975,0.374934207,4.535954871
-201567-202684-1626224-1629012-1629636-,4.956476238,2777,2020,Cleveland Cavaliers,679.415,44,41.5,88.1,0.472,10.7,28.8,0.372,13.3,16.7,0.797,10.6,31.7,42.3,22.3,16.3,5.6,2.3,14,107.1,-7.4,Kevin Love,Tristan Thompson,Cedi Osman,Collin Sexton,Darius Garland,0.018991567,-1.506321268,-0.651061842,-0.896707427,-0.738479012,-3.773577983
-203107-203897-1627739-1628374-1628976-,13.45876091,1280,2020,Chicago Bulls,316.7216667,21,38.3,85.6,0.448,12.3,33,0.372,16.3,19.6,0.828,9.8,35.6,45.4,23.5,15.3,10.6,3.8,18.4,105.2,6.9,Tomas Satoransky,Zach LaVine,Kris Dunn,Lauri Markkanen,Wendell Carter Jr.,0.971737219,-1.241559111,0.925467055,0.098190253,0.592903102,1.346738517
-2544-201580-201980-202340-203076-,16.74669713,1638,2020,Los Angeles Lakers,389.3183333,33,44.1,87.9,0.502,11.4,29.5,0.385,14.4,18.9,0.763,10.2,37.7,47.9,29.4,15.6,9.2,8.7,18.6,114,11.9,LeBron James,JaVale McGee,Danny Green,Avery Bradley,Anthony Davis,3.725025383,-0.605012359,1.743660889,0.887905262,0.758707915,6.51028709
-201937-203382-203967-1626162-1626164-,9.860097731,1038,2020,Phoenix Suns,244.77,20,45.4,87.8,0.517,12.2,31.5,0.389,14.1,17.1,0.824,9.4,32.8,42.2,30.1,15.3,5.8,2.4,22.4,117.1,6.8,Ricky Rubio,Aron Baynes,Dario Saric,Kelly Oubre Jr.,Devin Booker,1.073471452,-0.208454505,-0.52541183,-0.341960949,1.369976406,1.367620574
-200746-201942-1626168-1627749-1627854-,8.534493135,2062,2020,San Antonio Spurs,504.9716667,40,43.3,88.9,0.487,10.9,27.2,0.401,12.8,15.9,0.807,7.6,35,42.5,24.8,12.1,7.6,3.8,18.9,110.3,-0.5,LaMarcus Aldridge,DeMar DeRozan,Trey Lyles,Dejounte Murray,Bryn Forbes,0.475675125,0.615224332,1.176069745,-0.94455506,-1.784532183,-0.462118041
-200768-201188-1627783-1627832-1628384-,15.68024118,2237,2020,Toronto Raptors,360.555,22,38.5,81,0.475,15.1,37.5,0.403,18.9,22.9,0.824,5.5,37.7,43.2,25.1,14.6,9.2,4.2,19.9,110.9,12.7,Kyle Lowry,Marc Gasol,Pascal Siakam,Fred VanVleet,O.G. Anunoby,1.277789576,1.635368872,2.211030746,0.518337841,0.595261638,6.237788672
-200768-201586-1627783-1627832-1628384-,9.625639225,1028,2020,Toronto Raptors,209.9833333,23,36.6,82.9,0.441,11.8,34.6,0.34,17.1,21.5,0.794,8.2,31.7,39.9,22.2,15.5,8.6,3.5,17.3,102,-2.9,Kyle Lowry,Serge Ibaka,Pascal Siakam,Fred VanVleet,O.G. Anunoby,1.277789576,0.290477018,2.211030746,0.518337841,0.595261638,4.892896819
-201572-202083-202339-203114-203507-,18.84009555,2292,2020,Milwaukee Bucks,423.9566667,39,41.2,85.6,0.481,12.4,37.4,0.332,14.9,19.2,0.775,4.4,43.8,48.3,25.4,10.9,6.9,6.4,15.5,109.7,19,Brook Lopez,Wesley Matthews,Eric Bledsoe,Khris Middleton,Giannis Antetokounmpo,0.800931232,1.479122384,0.643284475,2.092071075,3.315305497,8.330714663
-203469-1626179-1628970-1628984-1629023-,7.502063732,1096,2020,Charlotte Hornets,283.545,40,39.7,88.5,0.449,13.9,36.6,0.381,14.3,19.3,0.739,10.1,32.6,42.7,26.8,13.9,7.8,3.3,15,107.7,1.6,Cody Zeller,Terry Rozier,Miles Bridges,Devonte' Graham,P.J. Washington,-0.700006782,-1.803626538,-1.928770981,1.013434099,0.26005961,-3.158910592
-1628381-1628989-1629027-1629629-1629631-,11.09791089,871,2020,Atlanta Hawks,204.7166667,22,42.5,86.2,0.493,15.5,36.9,0.421,17.5,22,0.794,9.5,33.6,43.1,26.7,14,6.5,6.5,20.9,117.9,5.4,John Collins,Kevin Huerter,Trae Young,Cam Reddish,De'Andre Hunter,-0.108428801,-0.464889817,0.745453391,-0.61661212,-0.164800898,-0.609278245
-203915-203925-1627747-1627752-1628386-,13.15655185,840,2020,Brooklyn Nets,207.7866667,22,42.7,92.1,0.463,15.8,40.4,0.391,15.1,21.8,0.691,10.9,35.3,46.2,27.1,11.1,6.5,2.8,17.2,116.2,11.1,Spencer Dinwiddie,Joe Harris,Caris LeVert,Taurean Prince,Jarrett Allen,0.674674032,0.475385403,0.689188117,0.847128808,0.45702477,3.14340113
-202066-203915-203925-1627752-1628386-,9.936212247,1966,2020,Brooklyn Nets,491.0133333,43,39.4,88.1,0.447,13.4,38.2,0.352,15.7,21.9,0.717,9.8,35.2,45,25.3,12.9,5.6,4.7,18.9,107.8,0.4,Garrett Temple,Spencer Dinwiddie,Joe Harris,Taurean Prince,Jarrett Allen,-0.631184831,0.674674032,0.475385403,0.847128808,0.45702477,1.823028182
-202696-203082-203095-203932-1628365-,11.26495615,936,2020,Orlando Magic,234.95,38,41,84.4,0.486,14.3,38.7,0.368,15.8,22.4,0.707,8.1,31.6,39.7,29.1,9.8,5.8,3.1,16.4,112.1,3.7,Nikola Vucevic,Terrence Ross,Evan Fournier,Aaron Gordon,Markelle Fultz,1.922181129,-0.701708578,-0.598692619,-0.417271855,0.017301806,0.221809881
-200794-203115-203914-203999-1627750-,11.8819661,2954,2020,Denver Nuggets,734.9566667,38,43,90.8,0.473,10.2,31.4,0.325,14.8,17.4,0.848,11.4,33.8,45.2,26.5,13.9,9.4,3.8,18.6,110.9,8.8,Paul Millsap,Will Barton,Gary Harris,Nikola Jokic,Jamal Murray,1.446907201,0.998458817,0.334772665,1.197381705,2.099210884,6.076731271
-203200-203926-204456-1627734-1628988-,0.458912835,989,2020,Indiana Pacers,237.3733333,31,44,88.6,0.497,11.5,28,0.413,12.3,15.5,0.797,7.2,34.2,41.5,29.9,10.6,6.5,3.1,19.4,111.9,7.6,Justin Holiday,Doug McDermott,T.J. McConnell,Domantas Sabonis,Aaron Holiday,0.370709121,0.432506162,-0.296592493,1.335085298,0.605254182,2.44696227
-202711-203497-204060-1626220-1628378-,17.60815938,2306,2020,Utah Jazz,570.4783333,47,41.3,80.7,0.512,14.5,35.9,0.403,19.6,24.7,0.793,7.9,37.5,45.4,24.2,15.4,6.4,4,18.5,116.7,12.9,Bojan Bogdanovic,Rudy Gobert,Joe Ingles,Royce O'Neale,Donovan Mitchell,0.817709477,1.801503504,2.195967661,1.005546257,0.216024654,6.036751553
-2544-201580-201980-203076-203484-,12.50520016,1688,2020,Los Angeles Lakers,293.9766667,24,44.2,88.8,0.498,10.7,29.1,0.368,12,16,0.75,10.1,34,44.1,29.2,15.5,9.4,8.1,20.1,111.2,-2.1,LeBron James,JaVale McGee,Danny Green,Anthony Davis,Kentavious Caldwell-Pope,3.725025383,-0.605012359,1.743660889,0.758707915,-0.022466795,5.599915033
-203087-203933-1626167-1627734-1627763-,11.65259578,1401,2020,Indiana Pacers,354.6833333,25,43.1,87.1,0.494,7.8,21.8,0.359,13.4,17.2,0.78,7.6,36.9,44.5,25.2,14.5,6.7,6.2,19.7,107.4,7.4,Jeremy Lamb,T.J. Warren,Myles Turner,Domantas Sabonis,Malcolm Brogdon,-1.019620962,1.017771502,-0.549839085,1.335085298,0.476956573,1.260353325
-201188-1626181-1627783-1627832-1628384-,15.85532586,847,2020,Toronto Raptors,200.8283333,18,42.3,85.6,0.494,16.5,38,0.436,12.9,16.3,0.791,5.6,36.3,41.8,28.7,13.4,10.5,3.6,16.5,114.1,16.1,Marc Gasol,Norman Powell,Pascal Siakam,Fred VanVleet,O.G. Anunoby,1.635368872,-0.388317144,2.211030746,0.518337841,0.595261638,4.571681953
-202710-203086-1628389-1629130-1629134-,14.73748128,1937,2020,Miami Heat,487.675,39,43.5,86.2,0.505,14.7,33,0.445,14.7,18.1,0.813,7.2,38.5,45.7,29.4,13.8,7.4,3.4,15.7,116.4,12.4,Jimmy Butler,Meyers Leonard,Bam Adebayo,Duncan Robinson,Kendrick Nunn,1.663432706,0.474967132,1.524568659,2.639106035,-1.284434587,5.017639943
-201143-202699-203954-1626196-1627732-,15.45537052,1014,2020,Philadelphia 76ers,246.3683333,21,41.7,89.1,0.468,10.1,29.1,0.349,11.9,16.8,0.705,10.7,39,49.7,26.2,14.1,7.1,5.9,18,105.4,8.4,Al Horford,Tobias Harris,Joel Embiid,Josh Richardson,Ben Simmons,0.609850538,1.428900684,0.880874048,0.31794955,-0.004603375,3.232971445
-202696-203095-203932-1628365-1628371-,8.341546735,996,2020,Orlando Magic,240.0033333,19,41.7,88.1,0.473,8.9,26.4,0.338,14.9,19.2,0.773,9.1,36.5,45.6,25.2,10.9,8.7,7.3,14.7,107.1,0.4,Nikola Vucevic,Evan Fournier,Aaron Gordon,Markelle Fultz,Jonathan Isaac,1.922181129,-0.598692619,-0.417271855,0.017301806,1.049467557,1.972986017
-202330-202689-1627759-1628369-1628464-,19.22779449,1183,2020,Boston Celtics,262.0183333,23,44.3,89.2,0.497,15,37.7,0.398,12.3,17,0.72,8.2,33.3,41.6,27.3,13,8.2,5.9,19.8,115.9,9.5,Gordon Hayward,Kemba Walker,Jaylen Brown,Jayson Tatum,Daniel Theis,1.494136656,0.964471805,0.266449296,3.3282746,0.588445052,6.641777408
-202689-203935-1627759-1628369-1628464-,15.22521108,1518,2020,Boston Celtics,148.025,15,39.1,90.6,0.432,11.4,35.5,0.321,13.7,16.3,0.84,9.4,36.8,46.3,25.1,11.4,9.1,3.9,19.5,103.3,4.2,Kemba Walker,Marcus Smart,Jaylen Brown,Jayson Tatum,Daniel Theis,0.964471805,0.985736977,0.266449296,3.3282746,0.588445052,6.133377729
-201144-202711-203497-1626220-1628378-,13.05778315,1551,2020,Utah Jazz,380.725,33,39.7,84.1,0.472,13.9,33.2,0.418,19.7,24.7,0.8,8.5,36.8,45.3,22.8,12.4,5.8,3.9,18.3,113,9.5,Mike Conley,Bojan Bogdanovic,Rudy Gobert,Royce O'Neale,Donovan Mitchell,-1.059912748,0.817709477,1.801503504,1.005546257,0.216024654,2.780871145
-202685-203109-1628415-1628991-1629630-,9.512229212,1749,2020,Memphis Grizzlies,413.3033333,36,43.3,90,0.481,13.3,31.5,0.422,15.3,18.8,0.818,10.2,37.8,48.1,27.8,14.3,6.4,5,19.7,115.2,6,Jonas Valanciunas,Jae Crowder,Dillon Brooks,Jaren Jackson Jr.,Ja Morant,1.800957264,-0.825842238,0.167203802,-1.031538089,0.542241151,0.65302189
-202357-202709-203084-1626158-1627741-,10.13487263,1052,2020,Sacramento Kings,262.75,23,42.4,89.3,0.475,12.8,32.5,0.393,9.2,11.4,0.803,9.6,35.3,44.8,26.1,14.6,7.3,3.4,19.3,106.8,2.3,Nemanja Bjelica,Cory Joseph,Harrison Barnes,Richaun Holmes,Buddy Hield,0.845739787,0.621588934,-0.232638548,0.919085925,-0.489764284,1.664011815
